5.1	3.5	1.4	0.2	0.516377752	0.301181701	0.161104292	0.800182942	0.591548192	0.955599933	0.565416361	0.969861596	0.836864544	0.504216711	0.526773385	0.63231539	0.74588326	0.82083355	0.818790438	0.722284857
4.9	3	1.4	0.2	0.608224906	0.153055304	0.016591805	0.701383695	0.806864325	0.474306824	0.497265067	0.554604156	0.170727043	0.864565023	0.602593631	0.598412885	0.069778387	0.865410516	0.836051902	0.718166355
4.7	3.2	1.3	0.2	0.153937919	0.198240376	0.556115266	0.807482092	0.560404472	0.855900993	0.38977634	0.218827712	0.524774098	0.927009667	0.779158542	0.134577897	0.700892149	0.288769731	0.771661859	0.294068084
4.6	3.1	1.5	0.2	0.606416442	0.867747524	0.197261599	0.092056162	0.540785936	0.609069698	0.010032065	0.857933111	0.723364945	0.129986885	0.371164315	0.018479805	0.459471805	0.025095064	0.702300271	0.613866589
5	3.6	1.4	0.2	0.278137982	0.323432587	0.398987703	0.23301584	0.957710582	0.479190444	0.89624141	0.749000261	0.046981321	0.596983205	0.069792055	0.996146882	0.309796813	0.626550112	0.591079106	0.638760106
5.4	3.9	1.7	0.4	0.685201006	0.56866255	0.02863548	0.85208186	0.724197519	0.704351096	0.334311041	0.192662413	0.642152911	0.739065681	0.257888756	0.042520377	0.421654791	0.736737433	0.332083062	0.892845099
4.6	3.4	1.4	0.3	0.877921622	0.390713253	0.766836346	0.273583315	0.725722776	0.032949469	0.751484465	0.025752606	0.036561461	0.942193841	0.228787892	0.240930209	0.505752601	0.987461486	0.341263413	0.610430962
5	3.4	1.5	0.2	0.520398741	0.06823342	0.365388531	0.366820918	0.620083137	0.622196569	0.569654738	0.020776111	0.534531558	0.348594239	0.177467562	0.199696588	0.016573645	0.460606145	0.927591659	0.38901598
4.4	2.9	1.4	0.2	0.981467585	0.603453366	0.322949322	0.374453851	0.545815024	0.312392773	0.625763786	0.884426211	0.690666039	0.035052981	0.335286322	0.994576957	0.507865511	0.109348234	0.853175227	0.879275873
4.9	3.1	1.5	0.1	0.641202586	0.528630681	0.97431229	0.407248125	0.043337528	0.138035605	0.952097191	0.761918005	0.069080481	0.385555129	0.717973888	0.106165343	0.418134051	0.296590331	0.537231311	0.932857984
5.4	3.7	1.5	0.2	0.481692582	0.574149833	0.71361791	0.98920398	0.712405319	0.981958903	0.30486207	0.27150483	0.844661369	0.240678166	0.680812313	0.925705592	0.846731333	0.803914425	0.504682895	0.023731179
4.8	3.4	1.6	0.2	0.990714683	0.87667108	0.320314343	0.200905984	0.559409231	0.601460426	0.243125671	0.990664454	0.014411766	0.123178992	0.62922334	0.512777217	0.833683157	0.813606929	0.381390398	0.109522484
4.8	3	1.4	0.1	0.371881802	0.272838838	0.603134295	0.372536031	0.493040351	0.082123866	0.181592245	0.819008418	0.984959755	0.805907937	0.309429945	0.109134485	0.606476239	0.470646186	0.77979551	0.422601301
4.3	3	1.1	0.1	0.822587408	0.75769902	0.3396452	0.857604	0.72810016	0.545037234	0.386731696	0.039393254	0.384021223	0.955434809	0.328360689	0.581174189	0.112014872	0.290517019	0.009373528	0.178904282
5.8	4	1.2	0.2	0.471134583	0.664555077	0.349354903	0.362800497	0.889326297	0.187210885	0.510480086	0.978573589	0.901213109	0.539514905	0.267772299	0.936813103	0.59731417	0.867110015	0.30228871	0.769159518
5.7	4.4	1.5	0.4	0.962129797	0.14250702	0.473848228	0.639805012	0.672869064	0.787052577	0.401658409	0.861407328	0.916522497	0.024531917	0.540451649	0.412176737	0.351174371	0.303048363	0.210151313	0.036666835
